State,County,O3-AQI,CO-AQI,NO2-AQI,SO2-AQI,total
New York,Rensselaer,155646.0,0.0,0.0,16799.0,172445.0
Indiana,Carroll,172415.0,0.0,0.0,0.0,172415.0
Indiana,Huntington,172261.0,0.0,0.0,0.0,172261.0
Maine,Kennebec,152622.0,0.0,15850.0,3140.0,171612.0
Kansas,Riley,171542.0,0.0,0.0,0.0,171542.0
Illinois,Clark,171314.0,0.0,0.0,0.0,171314.0
Indiana,Elkhart,170701.0,0.0,0.0,0.0,170701.0
Michigan,Benzie,170625.0,0.0,0.0,0.0,170625.0
Wisconsin,Fond du Lac,170461.0,0.0,0.0,0.0,170461.0
Michigan,Mason,170013.0,0.0,0.0,0.0,170013.0
Alabama,Russell,169667.0,0.0,0.0,0.0,169667.0
Wisconsin,Door,169392.0,0.0,0.0,0.0,169392.0
Indiana,Johnson,169390.0,0.0,0.0,0.0,169390.0
Maine,Washington,169257.5,0.0,0.0,0.0,169257.5
Michigan,Clinton,167801.0,0.0,0.0,0.0,167801.0
New Mexico,Luna,124994.0,0.0,42403.0,0.0,167397.0
Missouri,Perry,167101.0,0.0,0.0,0.0,167101.0
Iowa,Palo Alto,166644.0,0.0,0.0,0.0,166644.0
Missouri,Clinton,166173.0,0.0,0.0,0.0,166173.0
Montana,Rosebud,121396.0,0.0,24493.316666666637,19538.88333333332,165428.19999999998
Alabama,Sumter,164186.0,0.0,0.0,374.0,164560.0
Utah,Carbon,143740.0,0.0,20728.0,0.0,164468.0
Georgia,Chattooga,163808.0,0.0,0.0,0.0,163808.0
Massachusetts,Dukes,163719.0,0.0,0.0,0.0,163719.0
Tennessee,Rutherford,163357.0,0.0,0.0,0.0,163357.0
Wisconsin,Waukesha,157446.0,5643.0,0.0,0.0,163089.0
Nebraska,Knox,162480.0,0.0,0.0,0.0,162480.0
Wisconsin,Marathon,162262.0,0.0,0.0,0.0,162262.0
Michigan,Huron,161034.0,0.0,0.0,0.0,161034.0
Virginia,Page,160722.0,0.0,0.0,0.0,160722.0
Louisiana,St. Tammany,160260.0,0.0,0.0,0.0,160260.0
Utah,Tooele,151009.0,0.0,9243.0,0.0,160252.0
Michigan,Schoolcraft,159062.0,378.0,0.0,571.0,160011.0
North Carolina,Chatham,154069.0,0.0,0.0,5670.0,159739.0
Illinois,Tazewell,0.0,0.0,0.0,159486.0,159486.0
Wisconsin,Vilas,157178.0,0.0,0.0,1452.0,158630.0
Ohio,Crawford,158245.0,0.0,0.0,0.0,158245.0
South Dakota,Meade,157408.0,0.0,0.0,0.0,157408.0
Missouri,Lincoln,156366.5,0.0,0.0,0.0,156366.5
South Dakota,Union,129600.0,2546.0,21728.0,2330.0,156204.0
North Dakota,Williams,78232.0,0.0,0.0,77213.99999999999,155446.0
Pennsylvania,Monroe,154365.0,0.0,0.0,0.0,154365.0
Georgia,Columbia,154189.0,0.0,0.0,0.0,154189.0
Nevada,Churchill,153885.0,0.0,0.0,0.0,153885.0
Minnesota,Stearns,121463.0,31210.0,0.0,0.0,152673.0
Indiana,Daviess,0.0,0.0,0.0,152519.0,152519.0
Montana,Missoula,103599.0,33977.0,14915.0,0.0,152491.0
Minnesota,Scott,151685.0,0.0,0.0,0.0,151685.0
Indiana,Hancock,149699.0,0.0,0.0,0.0,149699.0
South Carolina,Barnwell,118414.0,0.0,14594.0,16008.0,149016.0
Puerto Rico,San Juan,0.0,127257.66666666667,20123.0,1102.0,148482.6666666667
Maine,Knox,148409.0,0.0,0.0,0.0,148409.0
Maine,Oxford,133270.0,0.0,0.0,13812.0,147082.0
Oregon,Clackamas,146561.5,0.0,0.0,0.0,146561.5
Montana,Richland,133780.0,0.0,8627.0,3949.0,146356.0
Colorado,Clear Creek,145549.0,0.0,0.0,0.0,145549.0
Iowa,Montgomery,144786.5,0.0,0.0,0.0,144786.5
South Dakota,Brookings,143916.0,0.0,0.0,0.0,143916.0
Oklahoma,Jefferson,143211.0,0.0,0.0,0.0,143211.0
Minnesota,Mille Lacs,139492.0,0.0,0.0,0.0,139492.0
Washington,Clark,98470.0,40499.5,0.0,0.0,138969.5
Iowa,Warren,138953.0,0.0,0.0,0.0,138953.0
New York,Rockland,138802.0,0.0,0.0,0.0,138802.0
Wyoming,Big Horn,135098.0,0.0,3684.0,0.0,138782.0
Minnesota,Lake,137317.0,0.0,516.0,120.0,137953.0
Alabama,Houston,137873.0,0.0,0.0,0.0,137873.0
Montana,Lewis and Clark,114737.0,4136.0,0.0,18454.5,137327.5
Florida,Okaloosa,136703.0,0.0,0.0,0.0,136703.0
Oregon,Washington,91652.0,8235.0,36737.0,0.0,136624.0
Nevada,Douglas,75342.0,61217.0,0.0,0.0,136559.0
Oregon,Marion,111643.0,24033.0,0.0,0.0,135676.0
Massachusetts,Berkshire,135565.0,0.0,0.0,0.0,135565.0
New Hampshire,Belknap,135479.0,0.0,0.0,0.0,135479.0
Nevada,Lyon,134980.0,0.0,0.0,0.0,134980.0
Wyoming,Converse,97464.5,208.0,34361.50000000001,2118.0,134152.0
Wyoming,Weston,116751.0,0.0,4630.0,12331.0,133712.0
Mississippi,Adams,133374.0,0.0,0.0,0.0,133374.0
Minnesota,Carlton,120408.0,0.0,7786.0,4699.0,132893.0
Minnesota,Goodhue,131655.0,0.0,861.0,0.0,132516.0
Iowa,Story,132305.5,0.0,0.0,0.0,132305.5
Oklahoma,Carter,132145.0,0.0,0.0,0.0,132145.0
Minnesota,Olmsted,131377.0,0.0,0.0,682.0,132059.0
Montana,Powder River,121598.0,0.0,9244.0,0.0,130842.0
New York,Oneida,129839.0,0.0,0.0,0.0,129839.0
Ohio,Columbiana,0.0,0.0,0.0,128958.0,128958.0
Minnesota,Wright,128241.0,0.0,0.0,0.0,128241.0
Florida,Nassau,0.0,0.0,0.0,124435.0,124435.0
Oklahoma,Love,123239.0,0.0,0.0,0.0,123239.0
New York,Franklin,86568.0,0.0,21164.0,14602.0,122334.0
Georgia,Fayette,120064.0,0.0,0.0,0.0,120064.0
Maine,Androscoggin,106604.0,0.0,0.0,12850.0,119454.0
Ohio,Tuscarawas,0.0,0.0,0.0,118392.0,118392.0
Oklahoma,Caddo,118005.0,0.0,0.0,0.0,118005.0
Michigan,Manistee,116598.0,0.0,0.0,0.0,116598.0
Pennsylvania,Lebanon,116581.0,0.0,0.0,0.0,116581.0
Colorado,Pitkin,115489.0,0.0,0.0,0.0,115489.0
Minnesota,Crow Wing,113956.0,0.0,0.0,0.0,113956.0
Ohio,Meigs,0.0,0.0,0.0,113954.0,113954.0
Missouri,Platte,66756.0,0.0,33626.0,13293.0,113675.0
Ohio,Scioto,0.0,0.0,0.0,112732.0,112732.0
Washington,Thurston,101742.0,10493.0,0.0,0.0,112235.0
Idaho,Caribou,0.0,0.0,0.0,112094.5,112094.5
Minnesota,Lyon,111537.0,0.0,0.0,0.0,111537.0
Ohio,Adams,0.0,0.0,0.0,108474.0,108474.0
Oklahoma,Muskogee,8369.0,0.0,21246.0,78580.0,108195.0
Tennessee,Montgomery,35111.0,0.0,9779.0,63198.83333333334,108088.83333333334
Missouri,Jasper,107370.5,0.0,0.0,0.0,107370.5
Wisconsin,St. Croix,107066.0,0.0,0.0,0.0,107066.0
Minnesota,Becker,106651.0,0.0,0.0,0.0,106651.0
New Mexico,Rio Arriba,106136.0,0.0,0.0,0.0,106136.0
Indiana,Wayne,0.0,0.0,0.0,105611.0,105611.0
Wisconsin,La Crosse,105257.0,0.0,0.0,0.0,105257.0
Ohio,Athens,57074.0,1813.0,16024.0,29869.0,104780.0
South Carolina,Union,104402.0,0.0,0.0,0.0,104402.0
Maine,Sagadahoc,104062.5,0.0,0.0,0.0,104062.5
Indiana,Dearborn,0.0,0.0,0.0,103954.0,103954.0
Indiana,Fountain,0.0,0.0,0.0,103245.0,103245.0
Missouri,Andrew,102987.5,0.0,0.0,0.0,102987.5
Wyoming,Sheridan,97662.0,0.0,5182.0,117.0,102961.0
Oregon,Umatilla,94162.0,0.0,7083.0,1269.0,102514.0
South Carolina,Chester,102054.0,0.0,0.0,0.0,102054.0
Colorado,Moffat,101760.0,0.0,0.0,0.0,101760.0
Virginia,Albemarle,101591.0,0.0,0.0,0.0,101591.0
Iowa,Muscatine,0.0,0.0,0.0,101013.99999999866,101013.99999999866
Florida,Martin,100330.0,0.0,0.0,0.0,100330.0
South Dakota,Pennington,50359.0,0.0,47701.0,1889.0,99949.0
Tennessee,Lawrence,99893.0,0.0,0.0,0.0,99893.0
Montana,Fergus,92514.0,0.0,7010.0,0.0,99524.0
North Dakota,Morton,0.0,0.0,0.0,99399.0,99399.0
Washington,Whatcom,80701.0,0.0,0.0,18326.5,99027.5
Missouri,Callaway,98726.0,0.0,0.0,0.0,98726.0
Florida,Flagler,98152.0,0.0,0.0,0.0,98152.0
Missouri,Boone,98047.0,0.0,0.0,0.0,98047.0
Utah,Garfield,97946.0,0.0,0.0,0.0,97946.0
Oklahoma,Cotton,97946.0,0.0,0.0,0.0,97946.0
Alabama,Lawrence,97270.0,0.0,0.0,522.0,97792.0
Alabama,Clay,96653.0,0.0,0.0,0.0,96653.0
Tennessee,Haywood,83792.0,4026.0,4586.0,2560.0,94964.0
Wisconsin,Vernon,93641.0,0.0,0.0,0.0,93641.0
South Carolina,Lexington,0.0,0.0,0.0,92662.0,92662.0
Wisconsin,Washington,91547.0,0.0,0.0,0.0,91547.0
Oregon,Columbia,90980.0,0.0,0.0,0.0,90980.0
Pennsylvania,Bradford,75183.0,0.0,14179.0,0.0,89362.0
Missouri,Iron,0.0,0.0,0.0,89182.33333333334,89182.33333333334
Idaho,Canyon,42719.0,46220.0,0.0,0.0,88939.0
Louisiana,St. Mary,87914.0,0.0,0.0,0.0,87914.0
Montana,Phillips,82696.0,0.0,4980.0,0.0,87676.0
Louisiana,Beauregard,86870.0,0.0,126.0,0.0,86996.0
Louisiana,Grant,86397.0,0.0,0.0,0.0,86397.0
Texas,Hays,77868.0,0.0,8524.0,0.0,86392.0
Puerto Rico,Bayamon,13552.0,27958.0,0.0,44652.5,86162.5
Kansas,Neosho,70656.0,0.0,11802.0,3006.0,85464.0
California,Plumas,84566.0,0.0,0.0,0.0,84566.0
Minnesota,Ramsey,0.0,47297.49999999999,30792.0,6208.0,84297.5
Georgia,Floyd,0.0,0.0,0.0,83776.0,83776.0
Montana,Cascade,0.0,36663.0,0.0,46266.0,82929.0
Tennessee,Putnam,77804.0,0.0,1696.0,2446.0,81946.0
Wisconsin,Florence,81910.0,0.0,0.0,0.0,81910.0
South Carolina,Williamsburg,81731.0,0.0,0.0,0.0,81731.0
Colorado,San Miguel,79298.0,0.0,0.0,0.0,79298.0
Indiana,Spencer,0.0,0.0,9017.0,69585.0,78602.0
Oklahoma,Lincoln,77398.0,0.0,0.0,0.0,77398.0
New Jersey,Burlington,0.0,33053.0,0.0,44083.0,77136.0
Indiana,Bartholomew,62988.0,0.0,7879.0,4806.0,75673.0
Kentucky,McLean,75623.0,0.0,0.0,0.0,75623.0
Alaska,Anchorage ,18179.0,57313.24999999996,0.0,0.0,75492.24999999997
New Hampshire,Sullivan,65645.0,0.0,0.0,9412.0,75057.0
Indiana,Jasper,0.0,0.0,0.0,74436.0,74436.0
Colorado,Chaffee,74194.0,0.0,0.0,0.0,74194.0
Wisconsin,Eau Claire,73966.0,0.0,0.0,0.0,73966.0
Alabama,Jackson,14989.0,0.0,3613.0,54301.0,72903.0
Missouri,Taney,72222.0,0.0,0.0,0.0,72222.0
Massachusetts,Plymouth,69987.0,0.0,0.0,0.0,69987.0
Pennsylvania,Schuylkill,0.0,11242.0,0.0,58015.0,69257.0
North Carolina,Lee,64808.0,0.0,3397.0,415.0,68620.0
Puerto Rico,Juncos,56799.0,0.0,0.0,9898.0,66697.0
Oregon,Deschutes,44535.0,21288.0,0.0,0.0,65823.0
Massachusetts,Franklin,65784.0,0.0,0.0,0.0,65784.0
Tennessee,Hawkins,0.0,0.0,0.0,64843.0,64843.0
Colorado,Jackson,60439.0,1064.0,2770.0,21.0,64294.0
Tennessee,Hamblen,36402.0,0.0,8125.0,18849.0,63376.0
Idaho,Elmore,47280.0,0.0,15549.0,0.0,62829.0
Idaho,Kootenai,45466.0,0.0,16541.0,0.0,62007.0
Arkansas,Montgomery,59654.0,0.0,0.0,0.0,59654.0
Mississippi,Madison,58717.0,0.0,0.0,0.0,58717.0
Ohio,Gallia,0.0,0.0,0.0,58662.666666666664,58662.666666666664
Kentucky,Graves,58551.0,0.0,0.0,0.0,58551.0
Maryland,Howard,0.0,7101.0,50905.0,0.0,58006.0
South Carolina,Horry,57106.0,0.0,0.0,0.0,57106.0
Michigan,Chippewa,55341.0,0.0,0.0,0.0,55341.0
North Carolina,Beaufort,0.0,0.0,0.0,54900.0,54900.0
Tennessee,Humphreys,15735.0,0.0,3174.0,34587.0,53496.0
Florida,Putnam,0.0,0.0,0.0,52785.0,52785.0
Puerto Rico,Salinas,0.0,0.0,2169.0,50320.5,52489.5
Kansas,Douglas,52230.0,0.0,0.0,0.0,52230.0
North Carolina,Northampton,47243.0,0.0,136.0,4282.0,51661.0
Montana,Gallatin,0.0,29494.0,22039.0,0.0,51533.0
Louisiana,St. Martin,51518.0,0.0,0.0,0.0,51518.0
Kansas,Montgomery,0.0,0.0,0.0,51384.0,51384.0
Indiana,Sullivan,0.0,0.0,0.0,51237.0,51237.0
California,Mono,47030.0,3990.0,0.0,0.0,51020.0
Indiana,Jefferson,0.0,0.0,0.0,50427.0,50427.0
Mississippi,Warren,49052.0,0.0,0.0,0.0,49052.0
Michigan,Leelanau,48426.0,0.0,0.0,0.0,48426.0
North Carolina,Randolph,48291.0,0.0,0.0,0.0,48291.0
Indiana,Brown,48263.0,0.0,0.0,0.0,48263.0
Arkansas,Union,0.0,0.0,0.0,48178.0,48178.0
Tennessee,Roane,16578.0,0.0,6234.0,24424.0,47236.0
Washington,Snohomish,0.0,47157.0,0.0,0.0,47157.0
Kentucky,Scott,46107.0,0.0,0.0,0.0,46107.0
North Carolina,Duplin,45311.0,0.0,0.0,0.0,45311.0
Texas,Hutchinson,0.0,0.0,0.0,45096.0,45096.0
Alaska,Matanuska-Susitna ,44430.0,0.0,0.0,0.0,44430.0
Florida,Hamilton,0.0,0.0,0.0,44065.0,44065.0
Country Of Mexico,SONORA,36104.0,7498.0,0.0,0.0,43602.0
Washington,Klickitat,43261.0,0.0,0.0,0.0,43261.0
Oklahoma,Bryan,43187.0,0.0,0.0,0.0,43187.0
Illinois,La Salle,0.0,0.0,0.0,41933.0,41933.0
Utah,Daggett,41642.0,0.0,0.0,0.0,41642.0
Kentucky,Ohio,23027.0,0.0,0.0,17956.0,40983.0
New York,Kings,0.0,40228.0,0.0,51.0,40279.0
North Carolina,Camden,40146.0,0.0,0.0,0.0,40146.0
Colorado,Montrose,39441.0,0.0,0.0,0.0,39441.0
Tennessee,Polk,0.0,0.0,0.0,39354.0,39354.0
Wisconsin,Green,39248.0,0.0,0.0,0.0,39248.0
Montana,Silver Bow,0.0,38403.0,0.0,0.0,38403.0
Oklahoma,Johnston,38382.0,0.0,0.0,0.0,38382.0
Oklahoma,Marshall,38356.0,0.0,0.0,0.0,38356.0
Oklahoma,McCurtain,37260.0,0.0,0.0,0.0,37260.0
Utah,Iron,28385.0,0.0,8004.0,0.0,36389.0
Tennessee,Obion,31595.0,0.0,2762.0,1773.0,36130.0
Colorado,Archuleta,30680.0,0.0,4138.0,624.0,35442.0
Canada,New Brunswick,35118.0,0.0,0.0,0.0,35118.0
Wisconsin,Winnebago,34981.0,0.0,0.0,0.0,34981.0
Idaho,Idaho,34943.0,0.0,0.0,0.0,34943.0
North Dakota,Ward,27526.0,0.0,4439.0,2270.0,34235.0
Canada,Saskatchewan,0.0,0.0,16966.0,16664.0,33630.0
Wyoming,Crook,33432.0,0.0,0.0,0.0,33432.0
Georgia,Cherokee,33332.0,0.0,0.0,0.0,33332.0
Maine,MOBILE MONITORS,33196.0,0.0,0.0,0.0,33196.0
Virginia,Roanoke City,0.0,33008.0,0.0,0.0,33008.0
Hawaii,Kauai,0.0,2982.0,19493.0,10246.0,32721.0
New Hampshire,Strafford,32565.0,0.0,0.0,0.0,32565.0
Virgin Islands,St Croix,0.0,0.0,0.0,32170.083333333547,32170.083333333547
Alabama,Talladega,31778.0,0.0,0.0,0.0,31778.0
Virgin Islands,St John,31724.0,0.0,0.0,0.0,31724.0
Maryland,Worcester,31558.0,0.0,0.0,0.0,31558.0
Georgia,Fannin,0.0,0.0,0.0,31154.0,31154.0
Washington,Benton,29699.0,0.0,0.0,0.0,29699.0
Kentucky,Muhlenberg,18288.0,0.0,5194.0,5093.0,28575.0
Oklahoma,Choctaw,28298.0,0.0,0.0,0.0,28298.0
Nevada,Elko,27893.0,0.0,0.0,0.0,27893.0
Oregon,Josephine,0.0,27738.0,0.0,0.0,27738.0
Georgia,Bartow,0.0,0.0,0.0,27433.0,27433.0
Colorado,Teller,26138.0,0.0,0.0,0.0,26138.0
Texas,Marion,21562.0,0.0,4529.0,0.0,26091.0
Montana,Jefferson,0.0,0.0,0.0,25463.5,25463.5
Washington,Lewis,24897.0,0.0,0.0,0.0,24897.0
Puerto Rico,Guaynabo,0.0,8060.0,16788.0,0.0,24848.0
Colorado,Grand,24808.0,0.0,0.0,0.0,24808.0
Oklahoma,Washington,24148.0,0.0,0.0,0.0,24148.0
Mississippi,Alcorn,18873.0,0.0,3710.0,1534.0,24117.0
Alabama,Limestone,17098.0,0.0,4382.0,2432.0,23912.0
Nebraska,Scotts Bluff,23482.0,0.0,0.0,0.0,23482.0
South Carolina,Orangeburg,10058.0,0.0,7216.0,5858.0,23132.0
Oklahoma,Nowata,23031.0,0.0,0.0,0.0,23031.0
South Carolina,Georgetown,0.0,0.0,0.0,22849.0,22849.0
Puerto Rico,Barceloneta,0.0,0.0,0.0,22780.0,22780.0
Washington,Yakima,0.0,22639.0,0.0,0.0,22639.0
New Hampshire,Carroll,22631.0,0.0,0.0,0.0,22631.0
Indiana,Howard,21338.0,0.0,0.0,0.0,21338.0
Texas,Howard,0.0,0.0,0.0,19947.0,19947.0
Florida,Citrus,0.0,0.0,0.0,19690.0,19690.0
Tennessee,Coffee,14764.0,0.0,2455.0,2078.0,19297.0
Georgia,Baldwin,0.0,0.0,0.0,19004.0,19004.0
Puerto Rico,Guayama,0.0,0.0,0.0,18979.0,18979.0
Missouri,Pike,0.0,0.0,0.0,18900.5,18900.5
Oklahoma,Latimer,16925.0,0.0,1598.0,0.0,18523.0
Missouri,New Madrid,0.0,0.0,0.0,18174.166666666664,18174.166666666664
Mississippi,Marshall,14693.0,0.0,2211.0,1235.0,18139.0
Missouri,Buchanan,0.0,0.0,0.0,18049.0,18049.0
Wyoming,Goshen,14200.0,0.0,3237.0,51.0,17488.0
Pennsylvania,Fayette,15189.0,0.0,2187.0,0.0,17376.0
Maryland,Allegany,0.0,0.0,0.0,17293.0,17293.0
Wyoming,Johnson,16551.0,0.0,379.0,0.0,16930.0
Oregon,Klamath,0.0,16907.0,0.0,0.0,16907.0
Idaho,Cassia,16556.0,0.0,0.0,0.0,16556.0
Nebraska,Sioux,16543.0,0.0,0.0,0.0,16543.0
West Virginia,Mineral,0.0,0.0,0.0,16451.0,16451.0
Virginia,Newport News City,7964.0,1011.0,2855.0,4533.0,16363.0
Oregon,Wasco,15440.0,0.0,0.0,0.0,15440.0
Washington,Mason,15410.0,0.0,0.0,0.0,15410.0
New York,St. Lawrence,0.0,0.0,0.0,15311.0,15311.0
Puerto Rico,Guayanilla,0.0,0.0,0.0,15306.0,15306.0
Tennessee,Stewart,0.0,0.0,0.0,15250.0,15250.0
Puerto Rico,Ponce,0.0,14660.0,0.0,0.0,14660.0
Maine,Piscataquis,14636.0,0.0,0.0,0.0,14636.0
Colorado,Delta,12671.0,0.0,1652.0,0.0,14323.0
North Dakota,McLean,0.0,0.0,0.0,13501.0,13501.0
Wyoming,Park,11389.0,0.0,1993.0,25.0,13407.0
North Dakota,Steele,11843.0,0.0,1329.0,119.0,13291.0
Oklahoma,Garfield,0.0,0.0,7325.0,5424.0,12749.0
Texas,Potter,0.0,0.0,0.0,12680.5,12680.5
Idaho,Power,0.0,0.0,7302.0,5209.0,12511.0
Tennessee,Dyer,12459.0,0.0,0.0,0.0,12459.0
Alabama,Walker,11915.0,0.0,0.0,0.0,11915.0
Mississippi,Webster,11879.0,0.0,0.0,0.0,11879.0
Wisconsin,Wood,0.0,0.0,0.0,11841.0,11841.0
Montana,Glacier,11814.0,0.0,0.0,0.0,11814.0
Texas,Rusk,0.0,0.0,0.0,11315.0,11315.0
Idaho,Nez Perce,0.0,10864.0,0.0,0.0,10864.0
Arkansas,Van Buren,10790.0,0.0,0.0,0.0,10790.0
Indiana,Kosciusko,10518.0,0.0,0.0,0.0,10518.0
Canada,Ontario,3716.0,0.0,0.0,6541.0,10257.0
North Carolina,Brunswick,0.0,0.0,0.0,10072.0,10072.0
Indiana,Whitley,0.0,0.0,8311.0,1696.0,10007.0
Texas,Kleberg,9749.0,0.0,0.0,0.0,9749.0
Iowa,Cerro Gordo,0.0,0.0,0.0,9339.0,9339.0
Oklahoma,Pottawatomie,9249.0,0.0,0.0,0.0,9249.0
Kentucky,Larue,9079.0,0.0,0.0,0.0,9079.0
Michigan,Delta,0.0,0.0,0.0,9077.0,9077.0
Texas,Gillespie,8950.0,0.0,0.0,0.0,8950.0
Idaho,Boundary,0.0,2932.0,5745.0,0.0,8677.0
Puerto Rico,Caguas,0.0,2394.0,6068.0,0.0,8462.0
Kansas,Jefferson,8440.0,0.0,0.0,0.0,8440.0
West Virginia,Mason,0.0,0.0,0.0,7386.0,7386.0
Virginia,Covington City,0.0,0.0,0.0,7113.0,7113.0
Michigan,Monroe,0.0,0.0,0.0,6790.0,6790.0
Colorado,Morgan,6271.0,0.0,0.0,0.0,6271.0
Colorado,Pueblo,6199.0,0.0,0.0,0.0,6199.0
Colorado,Logan,5819.0,0.0,0.0,0.0,5819.0
Virginia,Virginia Beach City,0.0,1353.0,0.0,4358.0,5711.0
Iowa,Woodbury,0.0,0.0,0.0,5684.0,5684.0
Missouri,Franklin,0.0,0.0,0.0,5493.5,5493.5
Virginia,Botetourt,0.0,0.0,0.0,5252.0,5252.0
Tennessee,Dickson,2823.0,0.0,1037.0,1353.0,5213.0
Iowa,Pottawattamie,0.0,0.0,0.0,4398.0,4398.0
Missouri,Mercer,0.0,0.0,4082.0,0.0,4082.0
Illinois,Monroe,0.0,0.0,0.0,4073.0,4073.0
Oklahoma,Grady,0.0,0.0,3789.0,0.0,3789.0
Washington,Grant,0.0,0.0,3625.0,0.0,3625.0
Texas,Titus,0.0,0.0,0.0,3528.0,3528.0
Oregon,Linn,3528.0,0.0,0.0,0.0,3528.0
Minnesota,Pine,0.0,3162.0,0.0,0.0,3162.0
Georgia,Dougherty,0.0,0.0,0.0,2906.0,2906.0
Montana,Musselshell,0.0,0.0,1848.0,995.0,2843.0
South Dakota,Roberts,0.0,0.0,1731.0,1048.0,2779.0
Texas,Milam,0.0,0.0,0.0,1969.0,1969.0
North Dakota,Stutsman,0.0,0.0,0.0,1894.0,1894.0
North Carolina,Orange,0.0,1879.0,0.0,0.0,1879.0
Iowa,Lee,0.0,0.0,0.0,1587.0,1587.0
New York,Seneca,0.0,0.0,0.0,1570.0,1570.0
Texas,Robertson,0.0,0.0,0.0,1472.0,1472.0
Colorado,Gilpin,1348.0,0.0,0.0,0.0,1348.0
Texas,Freestone,0.0,0.0,0.0,1237.0,1237.0
New Mexico,Hidalgo,0.0,0.0,0.0,839.0,839.0
Oregon,Lincoln,0.0,0.0,0.0,728.0,728.0
Missouri,Sullivan,0.0,0.0,682.0,0.0,682.0
Montana,Big Horn,0.0,0.0,0.0,666.0,666.0
Ohio,Harrison,0.0,303.0,0.0,0.0,303.0
Puerto Rico,Mayagnez,104.0,0.0,0.0,0.0,104.0
Washington,Chelan,0.0,0.0,0.0,31.0,31.0
Minnesota,Koochiching,0.0,0.0,0.0,4.0,4.0
